cluster_id,cluster_size,classification_type,identity,representative_seqid,blast_quality,predicted_otu,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species
1794,3,known_species,100.0,AY454430.1,good,Phaeophila dendroides,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Phaeophila,Phaeophila dendroides
1795,2,known_species,100.0,HQ173831.1,good,Eimeria intestinalis,Eukaryota,,Sar,,,,Eimeria,Eimeria intestinalis
1796,4,known_species,100.0,HQ735295.1,good,Dunaliella salina,Eukaryota,Viridiplantae,Chlorophyta,,,,Dunaliella,Dunaliella salina
1797,2,known_species,100.0,FJ499387.1,good,Trichodina meretricis,Eukaryota,,Sar,Intramacronucleata,,,Trichodina,Trichodina meretricis
1798,2,known_species,100.0,KT388048.1,good,Paratrimastix pyriformis,Eukaryota,Metamonada,,,,,Paratrimastix,Paratrimastix pyriformis
1799,2,known_species,100.0,AF168878.1,good,Thalassia testudinum,Eukaryota,Viridiplantae,Streptophyta,,,,Thalassia,Thalassia testudinum
1800,2,known_species,100.0,MF683558.1,good,Ripella decalvata,,,,,,,Ripella,Ripella decalvata
1801,2,known_species,100.0,MF683596.1,good,Ripella tribonemae,,,,,,,Ripella,Ripella tribonemae
1802,2,known_species,100.0,EF012932.1,good,Scolia verticalis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hymenoptera,,Scolia,Scolia verticalis
1803,2,known_species,100.0,KY352076.1,good,Paramiopsalis anadonae,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Paramiopsalis,Paramiopsalis anadonae
1804,4,known_species,100.0,MG264147.1,good,Paraenchelys terricola,Eukaryota,,Sar,Intramacronucleata,,,Paraenchelys,Paraenchelys terricola
1805,2,known_species,100.0,HQ912587.1,good,Fragilaria construens,,,,,,,Fragilaria,Fragilaria construens
1806,2,known_species,100.0,AF519254.1,good,Phascolosoma perlucens,Eukaryota,Opisthokonta,Annelida,,,,Phascolosoma,Phascolosoma perlucens
1807,2,known_species,100.0,KM020090.1,good,Ankistrodesmus falcatus,Eukaryota,Viridiplantae,Chlorophyta,,,,Ankistrodesmus,Ankistrodesmus falcatus
1808,3,known_species,100.0,AY596360.1,good,Entomobrya dorsosignata,Eukaryota,Opisthokonta,Arthropoda,,,,Entomobrya,Entomobrya dorsosignata
1809,3,known_species,100.0,MG200625.1,good,Nesticella kaohsiungensis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Nesticella,Nesticella kaohsiungensis
1810,2,known_species,100.0,AF421767.1,good,Nectonema agile,Eukaryota,Opisthokonta,,,,,Nectonema,Nectonema agile
1811,4,known_species,100.0,AB738372.1,good,Pycnophyes oshoroensis,Eukaryota,Opisthokonta,,,,,Pycnophyes,Pycnophyes oshoroensis
1812,2,known_species,100.0,MG953131.1,good,Psaltoda moerens,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Psaltoda,Psaltoda moerens
1813,3,known_species,100.0,JX442174.1,good,Profilicollis bullocki,Eukaryota,Opisthokonta,,,,,Profilicollis,Profilicollis bullocki
1814,2,known_species,100.0,AY293127.1,good,Dacryobolus sudans,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,Polyporales,,Dacryobolus,Dacryobolus sudans
1815,2,known_species,100.0,KP209092.1,good,Mesarchaea bellavista,,,,,,,Mesarchaea,Mesarchaea bellavista
1816,3,known_species,100.0,KX514558.1,good,Subantarctia fiordensis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Subantarctia,Subantarctia fiordensis
1817,2,known_species,100.0,JN540526.1,good,Aliatypus trophonius,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Aliatypus,Aliatypus trophonius
1818,3,known_species,100.0,MG800855.1,good,Calohypsibius verrucosus,Eukaryota,Opisthokonta,,,,,Fractonotus,Calohypsibius verrucosus
1819,2,known_species,100.0,LC189143.1,good,Pseudopedinella elastica,Eukaryota,,Sar,,,,Pseudopedinella,Pseudopedinella elastica
1820,3,known_species,100.0,AJ428080.1,good,Cylindrocystis crassa,Eukaryota,Viridiplantae,Streptophyta,,,,Cylindrocystis,Cylindrocystis crassa
1821,2,known_species,100.0,AF503518.1,good,Plagiostomum lemani,Eukaryota,Opisthokonta,Platyhelminthes,,,,Plagiostomum,Plagiostomum lemani
1822,9,known_species,100.0,KY016557.1,good,Zora spinimana,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Zora,Zora spinimana
1823,2,known_species,100.0,AB436781.1,good,Opephora guenter-grassii,Eukaryota,,Sar,,,,Staurosirella,Opephora guenter-grassii
1824,5,known_species,100.0,KY016631.1,good,Phyxelida bifoveata,,,,,,,Phyxelida,Phyxelida bifoveata
1825,2,known_species,100.0,EF202875.1,good,Gambierdiscus pacificus,,,,,,,Gambierdiscus,Gambierdiscus pacificus
1826,2,known_species,100.0,KM217443.1,good,Epopella simplex,Eukaryota,Opisthokonta,Arthropoda,,,,Epopella,Epopella simplex
1827,2,known_species,100.0,FJ719629.1,good,Phacus inflexus,Eukaryota,Discoba,,,,,Phacus,Phacus inflexus
1828,2,known_species,100.0,AF047888.1,good,Paracanthonchus caecus,Eukaryota,Opisthokonta,Nematoda,,,,Paracanthonchus,Paracanthonchus caecus
1829,2,known_species,100.0,AY538333.1,good,Arthopyrenia salicis,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Arthopyrenia,Arthopyrenia salicis
1830,2,known_species,100.0,AY781421.1,good,Thetispelecaris remex,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Thetispelecaris,Thetispelecaris remex
1831,2,known_species,100.0,KF607085.1,good,Urostomides striatus,Eukaryota,,Sar,Intramacronucleata,,,Urostomides,Urostomides striatus
1832,7,known_species,100.0,AF518573.1,good,Candelabrochaete africana,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Candelabrochaete,Candelabrochaete africana
1833,2,known_species,100.0,JN123371.1,good,Trichodorus similis,Eukaryota,Opisthokonta,Nematoda,,,,Trichodorus,Trichodorus similis
1834,3,known_species,100.0,AB712482.1,good,Cerinomyces albosporus,Eukaryota,Opisthokonta,Basidiomycota,,,,Cerinomyces,Cerinomyces albosporus
1835,3,known_species,100.0,KY111760.2,good,Theileria equi,,,,,,,Theileria,Theileria equi
1836,3,known_species,100.0,JQ000058.1,good,Histiostoma inquilinum,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Histiostoma,Histiostoma inquilinum
1837,2,known_species,100.0,GQ912748.1,good,Pellobunus insularis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Pellobunus,Pellobunus insularis
1838,2,known_species,100.0,KC869826.1,good,Acholades asteris,Eukaryota,Opisthokonta,Platyhelminthes,,,,Acholades,Acholades asteris
1839,2,known_species,100.0,AB665575.1,good,Cladophora vagabunda,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Cladophora,Cladophora vagabunda
1840,2,known_species,100.0,KC429388.1,good,Gemma gemma,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,Veneridae,Gemma,Gemma gemma
1841,2,known_species,100.0,JN941658.1,good,Corollospora lacera,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Corollospora,Corollospora lacera
1842,3,known_species,100.0,AB032629.1,good,Saitozyma flava,Eukaryota,Opisthokonta,Basidiomycota,,,,Saitozyma,Saitozyma flava
1843,2,known_species,100.0,KF935279.1,good,Cephalothrix bipunctata,Eukaryota,Opisthokonta,,,,,Cephalothrix,Cephalothrix bipunctata
1844,3,known_species,100.0,JQ798565.1,good,Chaetonotus bisacer,Eukaryota,Opisthokonta,,,,,Chaetonotus,Chaetonotus bisacer
1845,3,known_species,100.0,EU718694.1,good,Monosporus pedicellatus,Eukaryota,,Rhodophyta,Florideophyceae,,,Monosporus,Monosporus pedicellatus
1846,3,known_species,100.0,DQ826570.1,good,Peltogaster paguri,Eukaryota,Opisthokonta,Arthropoda,,,,Peltogaster,Peltogaster paguri
1847,2,known_species,100.0,KJ636365.1,good,Rotylenchus robustus,,,,,,,Rotylenchus,Rotylenchus robustus
1848,2,known_species,100.0,MF190551.1,good,Syssomonas multiformis,Eukaryota,Opisthokonta,,,,,Syssomonas,Syssomonas multiformis
1849,4,known_species,100.0,EU874980.1,good,Karumballichirus karumba,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Karumballichirus,Karumballichirus karumba
1850,2,known_species,100.0,EU247826.1,good,Halicreas minimum,Eukaryota,Opisthokonta,Cnidaria,,,,Halicreas,Halicreas minimum
1851,20,known_species,100.0,JF443588.1,good,Nosema bombycis,,,,,,,Nosema,Nosema bombycis
1852,2,known_species,100.0,AY293138.1,good,Kavinia himantia,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Kavinia,Kavinia himantia
1853,2,known_species,100.0,AB075543.1,good,Megalodicopia hians,Eukaryota,Opisthokonta,Chordata,,,,Megalodicopia,Megalodicopia hians
1854,2,known_species,100.0,AF168869.1,good,Pistia stratiotes,Eukaryota,Viridiplantae,Streptophyta,,,,Pistia,Pistia stratiotes
1855,3,known_species,100.0,DQ789980.1,good,Melanotaenium endogenum,Eukaryota,Opisthokonta,Basidiomycota,,,,Melanotaenium,Melanotaenium endogenum
1856,2,known_species,100.0,AJ566176.1,good,Cryptomonas phaseolus,Eukaryota,Cryptophyceae,,,,,Cryptomonas,Cryptomonas phaseolus
1857,3,known_species,100.0,KY016467.1,good,Gnaphosa lucifuga,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Gnaphosa,Gnaphosa lucifuga
1858,2,known_species,100.0,KC869831.1,good,Promesostoma cochleare,Eukaryota,Opisthokonta,Platyhelminthes,,,,Promesostoma,Promesostoma cochleare
1859,2,known_species,100.0,LC007055.1,good,Pycnophyes zelinkaei,Eukaryota,Opisthokonta,,,,,Pycnophyes,Pycnophyes zelinkaei
1860,2,known_species,100.0,HQ907771.1,good,Leptochiton saitoi,Eukaryota,Opisthokonta,Mollusca,,,,Leptochiton,Leptochiton saitoi
1861,4,known_species,100.0,EF455780.1,good,Planomonas micra,,,,,,,Planomonas,Planomonas micra
1862,5,known_species,100.0,AY520452.1,good,Paramonas globosa,Eukaryota,,Sar,,,,Paramonas,Paramonas globosa
1863,2,known_species,100.0,KY016683.1,good,Sittisax ranieri,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Sittisax,Sittisax ranieri
1864,2,known_species,100.0,JN540496.1,good,Aliatypus gulosus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Aliatypus,Aliatypus gulosus
1865,2,known_species,100.0,AB261518.1,good,Protoperidinium thulesense,Eukaryota,,Sar,,,,Protoperidinium,Protoperidinium thulesense
1866,3,known_species,100.0,AY745602.1,good,Ptinella errabunda,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Ptinella,Ptinella errabunda
1867,4,known_species,100.0,LC360466.1,good,Chloromonas remiasii,Eukaryota,Viridiplantae,Chlorophyta,,,,Chloromonas,Chloromonas remiasii
1868,6,known_species,100.0,KF135642.1,good,Enterospora nucleophila,,,,,,,Enterospora,Enterospora nucleophila
1869,3,known_species,100.0,AY846370.1,good,Ankistrodesmus fusiformis,Eukaryota,Viridiplantae,Chlorophyta,,,,Ankistrodesmus,Ankistrodesmus fusiformis
1870,2,known_species,100.0,AY744781.1,good,Clastoptera proteus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Clastoptera,Clastoptera proteus
1871,2,known_species,100.0,EF494045.1,good,Phymatotrichopsis omnivora,,,,,,,Phymatotrichopsis,Phymatotrichopsis omnivora
1872,4,known_species,100.0,MG895428.1,good,Brachypleura novaezeelandiae,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Laiopteryx,Brachypleura novaezeelandiae
1873,3,known_species,100.0,KX357144.1,good,Miamiensis avidus,,,,,,,Miamiensis,Miamiensis avidus
1874,3,known_species,100.0,FN434088.1,good,Nosema granulosis,,,,,,,Nosema,Nosema granulosis
1875,2,known_species,100.0,EF180076.1,good,Spirocamallanus istiblenni,Eukaryota,Opisthokonta,Nematoda,,,,Procamallanus,Spirocamallanus istiblenni
1876,3,known_species,100.0,KC902027.1,good,Hymedesmia pansa,Eukaryota,Opisthokonta,Porifera,,,,Hymedesmia,Hymedesmia pansa
1877,2,known_species,100.0,JQ996378.1,good,Sinophysis microcephala,Eukaryota,,Sar,,,,Sinophysis,Sinophysis microcephala
1878,3,known_species,100.0,AY364851.1,good,Eurythoe complanata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Eurythoe,Eurythoe complanata
1879,3,known_species,100.0,KP324638.1,good,Dasystenella austasensis,Eukaryota,Opisthokonta,Cnidaria,,,,Dasystenella,Dasystenella austasensis
1880,3,known_species,100.0,JF443595.1,good,Nosema bombycis,,,,,,,Nosema,Nosema bombycis
1881,2,known_species,100.0,AY145370.1,good,Chaetopleura apiculata,Eukaryota,Opisthokonta,Mollusca,,,,Chaetopleura,Chaetopleura apiculata
1882,2,known_species,100.0,EU247813.1,good,Aegina citrea,Eukaryota,Opisthokonta,Cnidaria,,,,Aegina,Aegina citrea
1883,2,known_species,100.0,AF115997.1,good,Erpobdella dubia,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Erpobdella,Erpobdella dubia
1884,2,known_species,100.0,KP260511.1,good,Strombidium paracapitatum,Eukaryota,,Sar,Intramacronucleata,,,Strombidium,Strombidium paracapitatum
1885,3,known_species,100.0,GQ872427.2,good,Vorticellides astyliformis,Eukaryota,,Sar,Intramacronucleata,,,Vorticellides,Vorticellides astyliformis
1886,2,known_species,100.0,DQ975473.1,good,Sabulodinium undulatum,Eukaryota,,Sar,,,,Sabulodinium,Sabulodinium undulatum
1887,2,known_species,100.0,KP419098.1,good,Eubrianax edwardsii,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Eubrianax,Eubrianax edwardsii
1888,2,known_species,100.0,KC429323.1,good,Huxleyia munita,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Huxleyia,Huxleyia munita
1889,2,known_species,100.0,GU199010.1,good,Vanadis longissima,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Vanadis,Vanadis longissima
1890,3,known_species,100.0,AJ845243.1,good,Philocelis karlingi,Eukaryota,Opisthokonta,,,,,Philocelis,Philocelis karlingi
1891,2,known_species,100.0,FR773150.1,good,Archaeospora schenckii,Eukaryota,Opisthokonta,,,,,Archaeospora,Archaeospora schenckii
1892,2,known_species,100.0,AY284666.1,good,Eucephalobus striatus,Eukaryota,Opisthokonta,Nematoda,,,,Eucephalobus,Eucephalobus striatus
1893,2,known_species,100.0,AY121152.1,good,Oreophoetes peruana,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Oreophoetes,Oreophoetes peruana
1894,2,known_species,100.0,MF093138.1,good,Stauroforma rinceana,Eukaryota,,Sar,,,,Stauroforma,Stauroforma rinceana
1895,3,known_species,100.0,AJ315175.1,good,Uncinocarpus queenslandicus,,,,,,,Uncinocarpus,Uncinocarpus queenslandicus
1896,2,known_species,100.0,HG315742.1,good,Chrysosphaerella rotundata,Eukaryota,,Sar,,,,Chrysosphaerella,Chrysosphaerella rotundata
1897,3,known_species,100.0,EF550404.1,good,Kregervanrija delftensis,Eukaryota,Opisthokonta,Ascomycota,,,,Kregervanrija,Kregervanrija delftensis
1898,2,known_species,100.0,MG760572.1,good,Aquavolon hoantrani,Eukaryota,,Sar,,,,Aquavolon,Aquavolon hoantrani
1899,3,known_species,100.0,KY025568.1,good,Urostomides caducus,Eukaryota,,Sar,Intramacronucleata,,,Urostomides,Urostomides caducus
1900,3,known_species,100.0,KY363984.1,good,Cyclocanna producta,Eukaryota,Opisthokonta,Cnidaria,,,,Cyclocanna,Cyclocanna producta
1901,3,known_species,100.0,DQ444862.1,good,Hodophilus hymenocephalus,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,Agaricales,,Hodophilus,Hodophilus hymenocephalus
1902,2,known_species,100.0,KM020128.1,good,Lobosphaeropsis pyrenoidosa,Eukaryota,Viridiplantae,Chlorophyta,,,,Lobosphaeropsis,Lobosphaeropsis pyrenoidosa
1903,2,known_species,100.0,HM140393.1,good,Chaenea vorax,,,,,,,Chaenea,Chaenea vorax
1904,8,known_species,100.0,HQ329327.1,good,Electroma papilionacea,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Electroma,Electroma papilionacea
1905,2,known_species,100.0,KC902110.1,good,Haliclona curacaoensis,Eukaryota,Opisthokonta,Porifera,,,,Haliclona,Haliclona curacaoensis
1906,3,known_species,100.0,AB021685.1,good,Buckleyzyma phyllomatis,Eukaryota,Opisthokonta,Basidiomycota,,,,Buckleyzyma,Buckleyzyma phyllomatis
1907,7,known_species,100.0,JF443594.1,good,Nosema bombycis,,,,,,,Nosema,Nosema bombycis
1908,2,known_species,100.0,AB250155.1,good,Rhizopus microsporus var. microsporus,Eukaryota,Opisthokonta,,,,,Rhizopus,Rhizopus microsporus var. microsporus
1909,3,known_species,100.0,JF899222.1,good,Teredo navalis,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Teredo,Teredo navalis
1910,2,known_species,100.0,KC901879.1,good,Petromica ciocalyptoides,Eukaryota,Opisthokonta,Porifera,,,,Petromica,Petromica ciocalyptoides
1911,2,known_species,100.0,JX535347.1,good,Polyplicarium lacrimae,,,,,,,Polyplicarium,Polyplicarium lacrimae
1912,3,known_species,100.0,JF791094.1,good,Leucocryptos marina,,,,,,,Leucocryptos,Leucocryptos marina
1913,2,known_species,100.0,DQ211591.1,good,Thaumatomonas coloniensis,Eukaryota,,Sar,,,,Thaumatomonas,Thaumatomonas coloniensis
1914,2,known_species,100.0,KX347532.1,good,Mesocrista spitzbergensis,Eukaryota,Opisthokonta,,,,,Mesocrista,Mesocrista spitzbergensis
1915,4,known_species,100.0,AJ232937.1,good,Rhinocladiella atrovirens,Eukaryota,Opisthokonta,Ascomycota,,,,Rhinocladiella,Rhinocladiella atrovirens
1916,2,known_species,100.0,FJ868183.1,good,Falcicyclidium fangi,Eukaryota,,Sar,Intramacronucleata,,,Falcicyclidium,Falcicyclidium fangi
1917,3,known_species,100.0,KX514557.1,good,Pounamuella complexa,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Pounamuella,Pounamuella complexa
1918,2,known_species,100.0,AY593942.1,good,Ethmolaimus pratensis,Eukaryota,Opisthokonta,Nematoda,,,,Ethmolaimus,Ethmolaimus pratensis
1919,2,known_species,100.0,JF263449.1,good,Protospathidium muscicola,Eukaryota,,Sar,Intramacronucleata,,,Protospathidium,Protospathidium muscicola
1920,3,known_species,100.0,AB430593.1,good,Eunotogramma laevis,Eukaryota,,Sar,,,,Eunotogramma,Eunotogramma laevis
1921,4,known_species,100.0,KY016610.1,good,Titanebo mexicanus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Titanebo,Titanebo mexicanus
1922,2,known_species,100.0,KF725634.1,good,Dysteria nabia,Eukaryota,,Sar,Intramacronucleata,,,Dysteria,Dysteria nabia
1923,2,known_species,100.0,JN885465.1,good,Demodex brevis,,,,,,,Demodex,Demodex brevis
1924,2,known_species,100.0,DQ779659.1,good,Marphysa bellii,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Marphysa,Marphysa bellii
1925,2,known_species,100.0,X79318.1,good,Capronia mansonii,Eukaryota,Opisthokonta,Ascomycota,,,,Capronia,Capronia mansonii
1926,4,known_species,100.0,MG751455.1,good,Limnohalacarus cultellatus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Limnohalacarus,Limnohalacarus cultellatus
1927,3,known_species,100.0,DQ060790.1,good,Gorgonocephalus eucnemis,Eukaryota,Opisthokonta,Echinodermata,,,,Gorgonocephalus,Gorgonocephalus eucnemis
1928,3,known_species,100.0,JQ698917.1,good,Babjeviella inositovora,Eukaryota,Opisthokonta,Ascomycota,,,,Babjeviella,Babjeviella inositovora
1929,2,known_species,100.0,KC513020.1,good,Thrips nigropilosus,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Thrips,Thrips nigropilosus
1930,3,known_species,100.0,KP903908.1,good,Pyropia bajacaliforniensis,Eukaryota,,Rhodophyta,,,,Pyropia,Pyropia bajacaliforniensis
1931,2,known_species,100.0,AY912269.1,good,Trypanosoma evansi evansi,Eukaryota,Discoba,,,,,Trypanosoma,Trypanosoma evansi evansi
1932,3,known_species,100.0,KJ887428.1,good,Gallorhynchus mediterraneus,Eukaryota,Opisthokonta,Platyhelminthes,,,,Gallorhynchus,Gallorhynchus mediterraneus
1933,4,known_species,100.0,AF385443.1,good,Dioszegia zsoltii var. zsoltii,Eukaryota,Opisthokonta,Basidiomycota,,,,Dioszegia,Dioszegia zsoltii var. zsoltii
1934,2,known_species,100.0,KP068215.1,good,Crassatella subquadrata,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Crassatella,Crassatella subquadrata
1935,2,known_species,100.0,AM774526.1,good,Limecola balthica rubra,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Limecola,Limecola balthica rubra
1936,2,known_species,100.0,AF451930.1,good,Curimopsis setigera,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Curimopsis,Curimopsis setigera
1937,3,known_species,100.0,AF157149.1,good,Parasitella parasitica,Eukaryota,Opisthokonta,,,,,Parasitella,Parasitella parasitica
1938,2,known_species,100.0,Z99946.1,good,Baikalobia guttata,Eukaryota,Opisthokonta,Platyhelminthes,,,,Baikalobia,Baikalobia guttata
1939,2,known_species,100.0,KC902299.1,good,Raspailia ramosa,Eukaryota,Opisthokonta,Porifera,,,,Callyspongia,Raspailia ramosa
1940,2,known_species,100.0,KY016853.1,good,Hermippus septemguttatus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Hermippus,Hermippus septemguttatus
1941,2,known_species,100.0,KJ011665.1,good,Gomphonema subclavatum var. commutatum,Eukaryota,,Sar,,,,Gomphonema,Gomphonema subclavatum var. commutatum
1942,2,known_species,100.0,GQ912718.1,good,Theromaster brunnea,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Theromaster,Theromaster brunnea
1943,2,known_species,100.0,KC529491.1,good,Opistomum arsenii,Eukaryota,Opisthokonta,Platyhelminthes,,,,Opistomum,Opistomum arsenii
1944,2,known_species,100.0,AY284673.1,good,Acrobeloides apiculatus,Eukaryota,Opisthokonta,Nematoda,,,,Acrobeloides,Acrobeloides apiculatus
1945,2,known_species,100.0,AB018155.1,good,Sugiyamaella chiloensis,,,,,,,Sugiyamaella,Sugiyamaella chiloensis
1946,2,known_species,100.0,KF651082.1,good,Colponema vietnamica,,,,,,,Colponema,Colponema vietnamica
1947,2,known_species,100.0,AM502036.1,good,Pinnularia substreptoraphe,Eukaryota,,Sar,,,,Pinnularia,Pinnularia substreptoraphe
1948,2,known_species,100.0,JN856016.1,good,Exophiala mesophila,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala mesophila
1949,4,known_species,100.0,AF117992.1,good,Xanthoparmelia conspersa,Eukaryota,Opisthokonta,Ascomycota,,,,Xanthoparmelia,Xanthoparmelia conspersa
1950,2,known_species,100.0,MH357166.1,good,Merizocera cruciata,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Merizocera,Merizocera cruciata
1951,3,known_species,100.0,KJ124724.1,good,Balantidium polyvacuolum,Eukaryota,,Sar,Intramacronucleata,,,Balantidium,Balantidium polyvacuolum
1952,2,known_species,100.0,AY748113.1,good,Laricobius erichsoni,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Laricobius,Laricobius erichsoni
1953,2,known_species,100.0,KX120755.1,good,Surirella sella,Eukaryota,,Sar,,,,Surirella,Surirella sella
1954,2,known_species,100.0,DQ786034.1,good,Apteria aphylla,Eukaryota,Viridiplantae,Streptophyta,,,,Apteria,Apteria aphylla
1955,2,known_species,100.0,AF227234.1,good,Wuchereria bancrofti,Eukaryota,Opisthokonta,Nematoda,,,,Wuchereria,Wuchereria bancrofti
1956,2,known_species,100.0,FJ965994.1,good,Euastacus setosus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Euastacus,Euastacus setosus
1957,2,known_species,100.0,KC902068.1,good,Eurypon hispidum,Eukaryota,Opisthokonta,Porifera,,,,Eurypon,Eurypon hispidum
1958,2,known_species,100.0,HQ901762.1,good,Geranomyces hawaiiensis,Eukaryota,Opisthokonta,,,,,Geranomyces,Geranomyces hawaiiensis
1959,2,known_species,100.0,AB018146.1,good,Sugiyamaella paludigena,Eukaryota,Opisthokonta,Ascomycota,,,,Sugiyamaella,Sugiyamaella paludigena
1960,3,known_species,100.0,MH301103.1,good,Sicuophora multigranularis,Eukaryota,,Sar,Intramacronucleata,,,Sicuophora,Sicuophora multigranularis
1961,2,known_species,100.0,L39109.1,good,Endoreticulatus schubergi,Eukaryota,Opisthokonta,,,,,Endoreticulatus,Endoreticulatus schubergi
1962,2,known_species,100.0,EU004817.1,good,Physaloptera apivori,Eukaryota,Opisthokonta,Nematoda,,,,Physaloptera,Physaloptera apivori
1963,4,known_species,100.0,AY377648.1,good,Mopalia muscosa,Eukaryota,Opisthokonta,Mollusca,,,,Mopalia,Mopalia muscosa
1964,2,known_species,100.0,MF683561.1,good,Ripella decalvata,,,,,,,Ripella,Ripella decalvata
1965,2,known_species,100.0,JN981037.1,good,Isotomiella minor,Eukaryota,Opisthokonta,Arthropoda,,,,Isotomiella,Isotomiella minor
1966,2,known_species,100.0,AY739090.1,good,Mitrastemon yamamotoi,Eukaryota,Viridiplantae,Streptophyta,,,,Mitrastemon,Mitrastemon yamamotoi
1967,3,known_species,100.0,AB430607.1,good,Pteroncola inane,Eukaryota,,Sar,,,,Pteroncola,Pteroncola inane
1968,2,known_species,100.0,FJ040482.1,good,Trichodorus cylindricus,Eukaryota,Opisthokonta,Nematoda,,,,Trichodorus,Trichodorus cylindricus
1969,3,known_species,100.0,D64123.1,good,Fibulobasidium inconspicuum,Eukaryota,Opisthokonta,Basidiomycota,,,,Fibulobasidium,Fibulobasidium inconspicuum
1970,2,known_species,100.0,AJ553933.1,good,Zygnemopsis minuta,Eukaryota,Viridiplantae,Streptophyta,,,,Zygnemopsis,Zygnemopsis minuta
1971,3,known_species,100.0,JF346239.1,good,Bathypalaemonetes brevirostris,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Bathypalaemonetes,Bathypalaemonetes brevirostris
1972,2,known_species,100.0,HQ419157.1,good,Trogoderma granarium,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Trogoderma,Trogoderma granarium
1973,3,known_species,100.0,MF683591.1,good,Ripella tribonemae,,,,,,,Ripella,Ripella tribonemae
1974,2,known_species,100.0,JQ034422.1,good,Hartaetosiga minima,Eukaryota,Opisthokonta,,,,,Hartaetosiga,Hartaetosiga minima
1975,2,known_species,100.0,D38240.1,good,Araucaria excelsa,Eukaryota,Viridiplantae,Streptophyta,,,,Araucaria,Araucaria excelsa
1976,3,known_species,100.0,AY176305.1,good,Polyphysia crassa,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Polyphysia,Polyphysia crassa
1977,2,known_species,100.0,GU477635.1,good,Heterodiophrys zhui,Eukaryota,,Sar,Intramacronucleata,Euplotida,,Heterodiophrys,Heterodiophrys zhui
1978,2,known_species,100.0,KJ001716.1,good,Pratylenchus hippeastri,Eukaryota,Opisthokonta,Nematoda,,,,Pratylenchus,Pratylenchus hippeastri
1979,2,known_species,100.0,LC057290.1,good,Ixipapillifera pauromitos,Eukaryota,Viridiplantae,Chlorophyta,,,,Ixipapillifera,Ixipapillifera pauromitos
