seqID,marker,cluster_id,cluster_probability
NR_165687.1,16S,13912,0.918432
NR_164876.1,16S,22895,0.6812684
NR_144589.1,16S,19599,1.0
NR_148327.1,16S,25670,0.90658206
NR_144587.1,16S,-1,0.0
NR_137359.1,16S,14691,0.051837925
NR_178828.1,16S,21774,1.0
NR_148854.1,16S,-1,0.0
NR_153724.1,16S,21366,1.0
NR_149303.1,16S,-1,0.0
NR_189264.1,16S,3136,1.0
NR_197682.1,16S,-1,0.0
NR_197681.1,16S,-1,0.0
NR_189266.1,16S,24634,0.71556205
NR_199436.1,16S,17921,0.6941075
NR_189263.1,16S,-1,0.0
NR_144727.1,16S,-1,0.0
NR_165761.1,16S,24393,0.72361904
NR_179417.1,16S,7825,1.0
NR_148568.1,16S,20524,0.90188694
NR_179419.1,16S,21774,0.8342918
NR_157682.1,16S,-1,0.0
NR_145850.1,16S,-1,0.0
NR_149766.1,16S,4228,1.0
NR_146035.1,16S,21990,0.68062884
NR_145930.1,16S,11333,0.7092342
NR_178832.1,16S,2755,0.7678641
NR_147739.1,16S,15731,0.9099812
NR_147752.1,16S,1924,1.0
NR_152071.1,16S,18536,1.0
NR_156155.1,16S,-1,0.0
NR_145641.1,16S,17479,0.7824543
NR_159148.1,16S,-1,0.0
NR_145868.1,16S,17513,0.5914839
NR_147773.1,16S,1718,1.0
NR_149296.1,16S,-1,0.0
NR_149300.1,16S,-1,0.0
NR_149233.1,16S,9660,0.9514076
NR_152684.1,16S,10667,0.7986522
NR_148763.1,16S,7126,1.0
NR_148764.1,16S,9803,1.0
NR_197683.1,16S,20082,0.67613274
NR_199972.1,16S,6672,1.0
NR_199973.1,16S,-1,0.0
NR_189267.1,16S,-1,0.0
NR_197685.1,16S,-1,0.0
NR_199507.1,16S,18288,1.0
NR_197686.1,16S,7288,1.0
NR_197687.1,16S,11590,1.0
NR_197688.1,16S,8861,0.4708407
NR_145899.1,16S,25942,1.0
NR_148835.1,16S,-1,0.0
NR_146826.1,16S,-1,0.0
NR_146048.1,16S,26119,0.45943025
NR_169431.1,16S,22593,1.0
NR_152020.1,16S,23805,0.85877705
NR_136430.1,16S,20340,0.4337319
NR_152704.1,16S,-1,0.0
NR_165764.1,16S,7389,0.9271249
NR_197638.1,16S,4311,1.0
NR_148774.1,16S,21118,0.9370671
NR_145925.1,16S,17743,1.0
NR_147716.1,16S,-1,0.0
NR_149232.1,16S,13985,1.0
NR_137372.1,16S,25385,1.0
NR_148640.1,16S,16275,1.0
NR_137373.1,16S,23841,1.0
NR_148637.1,16S,23841,1.0
NR_148639.1,16S,17292,1.0
NR_148638.1,16S,23841,0.8891392
NR_137255.1,16S,16360,0.84232426
NR_146673.1,16S,18478,0.7991968
NR_146045.1,16S,24556,1.0
NR_149266.1,16S,13637,0.8950887
NR_148335.1,16S,10638,0.98335564
NR_159896.1,16S,11287,1.0
NR_145585.1,16S,-1,0.0
NR_148852.1,16S,-1,0.0
NR_145651.1,16S,-1,0.0
NR_146842.1,16S,19054,0.69485074
NR_145660.1,16S,24601,0.7234773
NR_148785.1,16S,16086,0.9524764
NR_151916.1,16S,-1,0.0
NR_164889.1,16S,-1,0.0
NR_149228.1,16S,-1,0.0
NR_149209.1,16S,22488,1.0
NR_144592.1,16S,12285,1.0
NR_177323.1,16S,-1,0.0
NR_177324.1,16S,19629,1.0
NR_177326.1,16S,16226,1.0
NR_151997.1,16S,-1,0.0
NR_148589.1,16S,20225,1.0
NR_147723.1,16S,-1,0.0
NR_147724.1,16S,19154,0.93374485
NR_152690.1,16S,22416,0.67238706
NR_149287.1,16S,9149,1.0
NR_151880.1,16S,26676,1.0
NR_145535.1,16S,7541,1.0
NR_169432.1,16S,12559,1.0
NR_151966.1,16S,-1,0.0
NR_156150.1,16S,15421,1.0
NR_145846.1,16S,-1,0.0
NR_171438.1,16S,-1,0.0
NR_178754.1,16S,9452,0.8443305
NR_146704.1,16S,-1,0.0
NR_149774.1,16S,14869,0.9467856
NR_132330.1,16S,-1,0.0
NR_149243.1,16S,-1,0.0
NR_137347.1,16S,15388,1.0
NR_149241.1,16S,17509,1.0
NR_144725.1,16S,13461,1.0
NR_144726.1,16S,25515,1.0
NR_149197.1,16S,-1,0.0
NR_146700.1,16S,14198,1.0
NR_145849.1,16S,26807,1.0
NR_147713.1,16S,25470,0.94332963
NR_148641.1,16S,15180,0.9079707
NR_169451.1,16S,24895,0.81998026
NR_169464.1,16S,26453,0.7735082
NR_148624.1,16S,-1,0.0
NR_157642.1,16S,12956,1.0
NR_165682.1,16S,3611,0.7935801
NR_145877.1,16S,5397,0.7884014
NR_178797.1,16S,19660,0.6769728
NR_153718.1,16S,-1,0.0
NR_148642.1,16S,-1,0.0
NR_178836.1,16S,-1,0.0
NR_148653.1,16S,26635,1.0
NR_173695.1,16S,3104,0.78980094
NR_147744.1,16S,-1,0.0
NR_146843.1,16S,2955,0.9392838
NR_153743.1,16S,-1,0.0
NR_148633.1,16S,7061,1.0
NR_151877.1,16S,-1,0.0
NR_145637.1,16S,-1,0.0
NR_146042.1,16S,18125,0.48320723
NR_145891.1,16S,18718,1.0
NR_145545.1,16S,-1,0.0
NR_148837.1,16S,19151,1.0
NR_147718.1,16S,-1,0.0
NR_145614.1,16S,6385,1.0
NR_151951.1,16S,22696,0.70401406
NR_147753.1,16S,-1,0.0
NR_148775.1,16S,-1,0.0
NR_136849.1,16S,24748,1.0
NR_170413.1,16S,-1,0.0
NR_147730.1,16S,-1,0.0
NR_152641.1,16S,25345,1.0
NR_148595.1,16S,-1,0.0
NR_147774.1,16S,-1,0.0
NR_144598.1,16S,13179,1.0
NR_148630.1,16S,17392,0.954599
NR_145650.1,16S,9166,0.97548187
NR_145872.1,16S,10311,0.80857384
NR_147727.1,16S,-1,0.0
NR_146008.1,16S,12665,1.0
NR_147721.1,16S,-1,0.0
NR_145917.1,16S,22374,1.0
NR_145664.1,16S,6081,0.8388668
NR_148864.1,16S,-1,0.0
NR_148329.1,16S,-1,0.0
NR_147747.1,16S,19372,1.0
NR_145907.1,16S,11589,0.9318328
NR_157775.1,16S,9016,1.0
NR_159892.1,16S,25067,1.0
NR_145897.1,16S,-1,0.0
NR_148772.1,16S,20611,1.0
NR_148632.1,16S,5652,1.0
NR_148660.1,16S,19839,0.80684847
NR_146011.1,16S,-1,0.0
NR_158127.1,16S,-1,0.0
NR_148585.1,16S,-1,0.0
NR_159343.1,16S,-1,0.0
NR_178807.1,16S,-1,0.0
NR_148840.1,16S,5074,1.0
NR_149242.1,16S,-1,0.0
NR_145865.1,16S,17418,1.0
NR_152022.1,16S,27048,1.0
NR_152023.1,16S,27048,1.0
NR_152024.1,16S,27048,0.26871556
NR_152026.1,16S,27371,1.0
NR_157703.1,16S,-1,0.0
NR_136448.1,16S,17538,1.0
NR_136877.1,16S,-1,0.0
NR_151887.1,16S,1811,0.7381321
NR_146044.1,16S,24935,1.0
NR_158030.1,16S,24634,1.0
NR_159091.1,16S,-1,0.0
NR_173510.1,16S,-1,0.0
NR_178382.1,16S,25055,1.0
NR_145920.1,16S,24599,0.7798113
NR_145922.1,16S,24113,0.883923
NR_145921.1,16S,24599,0.8072288
NR_165756.1,16S,16248,0.7623481
NR_144594.1,16S,-1,0.0
NR_148781.1,16S,23013,1.0
NR_144729.1,16S,24609,1.0
NR_197637.1,16S,25042,1.0
NR_148848.1,16S,-1,0.0
NR_148629.1,16S,24654,1.0
NR_153670.1,16S,7840,0.82794297
NR_149199.1,16S,9569,1.0
NR_147729.1,16S,26330,1.0
NR_158042.1,16S,24348,1.0
NR_152051.1,16S,184,0.8931605
NR_145890.1,16S,-1,0.0
NR_145636.1,16S,11894,0.24199274
NR_149780.1,16S,-1,0.0
NR_146369.1,16S,6081,1.0
NR_165686.1,16S,24503,0.7965792
NR_148612.1,16S,-1,0.0
NR_152090.1,16S,-1,0.0
NR_149781.1,16S,19399,0.6479837
NR_177314.1,16S,17356,1.0
NR_156034.1,16S,-1,0.0
NR_199491.1,16S,23302,1.0
NR_189247.1,16S,-1,0.0
NR_184587.1,16S,16030,1.0
NR_184588.1,16S,27638,1.0
NR_184589.1,16S,-1,0.0
NR_184590.1,16S,-1,0.0
NR_184591.1,16S,-1,0.0
NR_184592.1,16S,20056,1.0
NR_184593.1,16S,-1,0.0
NR_184594.1,16S,5973,0.95378125
NR_184595.1,16S,7376,1.0
NR_184597.1,16S,17260,1.0
NR_184598.1,16S,-1,0.0
NR_184599.1,16S,11757,1.0
NR_184601.1,16S,-1,0.0
NR_184602.1,16S,19035,1.0
NR_184603.1,16S,25374,1.0
NR_184605.1,16S,13912,0.9211243
NR_184606.1,16S,4624,0.8013653
NR_184607.1,16S,1375,1.0
NR_184608.1,16S,18209,1.0
NR_184609.1,16S,21497,1.0
NR_184610.1,16S,12528,1.0
NR_184612.1,16S,-1,0.0
NR_184613.1,16S,20592,1.0
NR_184616.1,16S,14469,1.0
NR_184617.1,16S,-1,0.0
NR_184618.1,16S,5077,1.0
NR_184619.1,16S,24222,1.0
NR_184620.1,16S,15686,0.34126306
NR_184621.1,16S,-1,0.0
NR_184628.1,16S,5008,1.0
NR_184631.1,16S,24901,1.0
NR_184632.1,16S,26787,1.0
NR_184633.1,16S,24901,1.0
NR_184634.1,16S,-1,0.0
NR_197689.1,16S,13862,1.0
NR_197690.1,16S,11867,0.818489
NR_197677.1,16S,12882,1.0
NR_197672.1,16S,-1,0.0
NR_199505.1,16S,10420,1.0
NR_199443.1,16S,20177,0.92757124
NR_189258.1,16S,14841,1.0
NR_199494.1,16S,14076,1.0
NR_148334.1,16S,14257,1.0
NR_148333.1,16S,-1,0.0
NR_159175.1,16S,14711,0.7761049
NR_159176.1,16S,11676,1.0
NR_172678.1,16S,10354,0.74771667
NR_149275.1,16S,13637,0.8751645
NR_149276.1,16S,-1,0.0
NR_147733.1,16S,18751,0.78707296
NR_144575.1,16S,14728,0.9389115
NR_151931.1,16S,18273,1.0
NR_151992.1,16S,-1,0.0
NR_169367.1,16S,13645,1.0
NR_159186.1,16S,26587,1.0
NR_157743.1,16S,18045,1.0
NR_153744.1,16S,15853,1.0
NR_156946.1,16S,5271,1.0
NR_148619.1,16S,20880,0.93741345
NR_148801.1,16S,2825,1.0
NR_148332.1,16S,16157,1.0
NR_149282.1,16S,18633,1.0
NR_178559.1,16S,15372,1.0
NR_169415.1,16S,12194,0.8897182
NR_149824.1,16S,14816,1.0
NR_148659.1,16S,18751,0.79889953
NR_148592.1,16S,24676,1.0
NR_163607.1,16S,16258,1.0
NR_157637.1,16S,21065,0.98862547
NR_147750.1,16S,-1,0.0
NR_151913.1,16S,12302,1.0
NR_159312.1,16S,15614,1.0
NR_148664.1,16S,18421,0.9570567
NR_148663.1,16S,11011,0.86783737
NR_147783.1,16S,20116,0.82451665
NR_146820.1,16S,12914,0.64693344
NR_144730.1,16S,23864,1.0
NR_147398.1,16S,15165,1.0
NR_179430.1,16S,25490,1.0
NR_169358.1,16S,2315,1.0
NR_144731.1,16S,-1,0.0
NR_144732.1,16S,20376,0.9613748
NR_179434.1,16S,-1,0.0
NR_144733.1,16S,-1,0.0
NR_144734.1,16S,-1,0.0
NR_147775.1,16S,20638,1.0
NR_178826.1,16S,16045,1.0
NR_149249.1,16S,-1,0.0
NR_146703.1,16S,3899,1.0
NR_156843.1,16S,3295,0.78945935
NR_146830.1,16S,9594,1.0
NR_146829.1,16S,3439,1.0
NR_147742.1,16S,-1,0.0
NR_148855.1,16S,-1,0.0
NR_163642.1,16S,22925,0.85111874
NR_157983.1,16S,18703,1.0
NR_189184.1,16S,13179,1.0
NR_159913.1,16S,16707,0.79259914
NR_151876.1,16S,9599,1.0
NR_159099.1,16S,20647,0.8380505
NR_148821.1,16S,6563,1.0
NR_148822.1,16S,427,0.86237323
NR_114604.2,16S,-1,0.0
NR_118766.2,16S,22488,1.0
NR_115314.2,16S,16855,0.986717
NR_041748.2,16S,23048,1.0
NR_146352.1,16S,6834,1.0
NR_164868.1,16S,24876,1.0
NR_147780.1,16S,13582,1.0
NR_148587.1,16S,19211,1.0
NR_145870.1,16S,24220,1.0
NR_148665.1,16S,13501,1.0
NR_178829.1,16S,5652,1.0
NR_178827.1,16S,-1,0.0
NR_148758.1,16S,-1,0.0
NR_174203.1,16S,11567,0.8321942
NR_133999.1,16S,-1,0.0
NR_151872.1,16S,-1,0.0
NR_147728.1,16S,-1,0.0
NR_157729.1,16S,24729,1.0
NR_157735.1,16S,24729,1.0
NR_157728.1,16S,24729,0.9654564
NR_157734.1,16S,24729,0.473112
NR_157731.1,16S,26649,0.7500395
NR_157733.1,16S,24729,0.6802769
NR_152634.1,16S,11254,0.97176915
NR_152685.1,16S,-1,0.0
NR_173660.1,16S,10318,0.8005674
NR_147740.1,16S,7104,0.9989078
NR_135212.1,16S,6865,1.0
NR_148859.1,16S,14867,1.0
NR_151948.1,16S,26810,1.0
NR_147763.1,16S,-1,0.0
NR_144586.1,16S,10871,1.0
NR_177676.1,16S,8523,0.7144823
NR_148804.1,16S,20533,1.0
NR_146363.1,16S,-1,0.0
NR_148863.1,16S,-1,0.0
NR_153728.1,16S,24019,1.0
NR_156066.1,16S,12061,1.0
NR_152091.1,16S,11276,0.918142
NR_148768.1,16S,10871,0.9777104
NR_148866.1,16S,-1,0.0
NR_164871.1,16S,27180,1.0
NR_177329.1,16S,-1,0.0
NR_177330.1,16S,-1,0.0
NR_177331.1,16S,-1,0.0
NR_177332.1,16S,14647,1.0
NR_177333.1,16S,6698,1.0
NR_177334.1,16S,-1,0.0
NR_149187.1,16S,-1,0.0
NR_149185.1,16S,-1,0.0
NR_157780.1,16S,-1,0.0
NR_149799.1,16S,12028,1.0
NR_148658.1,16S,11728,1.0
NR_151979.1,16S,15898,1.0
NR_147771.1,16S,-1,0.0
NR_153683.1,16S,4699,0.85950184
NR_133017.1,16S,-1,0.0
NR_147772.1,16S,-1,0.0
NR_152039.1,16S,-1,0.0
NR_148789.1,16S,27300,1.0
NR_148818.1,16S,13576,1.0
NR_151986.1,16S,13548,1.0
NR_146027.1,16S,11179,1.0
NR_156090.1,16S,6913,0.9900608
NR_158125.1,16S,25300,0.47065976
NR_157774.1,16S,7837,1.0
NR_148779.1,16S,-1,0.0
NR_148648.1,16S,14035,0.9676301
NR_186900.1,16S,7524,1.0
NR_189260.1,16S,4070,1.0
NR_199492.1,16S,16289,1.0
NR_197691.1,16S,15844,1.0
NR_197692.1,16S,13896,0.8408504
NR_197693.1,16S,15912,1.0
NR_189265.1,16S,-1,0.0
NR_189259.1,16S,5824,1.0
NR_199480.1,16S,23444,1.0
NR_199479.1,16S,-1,0.0
NR_148613.1,16S,18931,0.87433946
NR_147736.1,16S,20706,1.0
NR_146699.1,16S,25374,1.0
NR_118236.2,16S,-1,0.0
NR_117132.2,16S,23154,1.0
NR_117133.2,16S,20956,1.0
NR_117134.2,16S,20956,1.0
NR_117135.2,16S,18816,0.3180296
NR_117136.2,16S,18816,0.31832108
NR_117138.2,16S,25268,1.0
NR_117139.2,16S,25268,1.0
NR_117208.2,16S,9500,0.9564231
NR_117720.2,16S,26172,0.7882153
NR_117721.2,16S,18125,1.0
NR_117722.2,16S,26172,1.0
NR_117723.2,16S,-1,0.0
NR_117724.2,16S,24479,1.0
NR_117725.2,16S,18340,0.9775661
NR_117726.2,16S,18167,1.0
NR_117727.2,16S,24722,1.0
NR_117728.2,16S,18167,1.0
NR_117729.2,16S,27539,1.0
NR_117730.2,16S,27539,1.0
NR_117731.2,16S,18167,0.55682874
NR_117732.2,16S,22019,1.0
NR_117733.2,16S,18125,0.55932117
NR_117745.2,16S,27716,1.0
NR_117746.2,16S,27716,1.0
NR_117747.2,16S,-1,0.0
NR_117900.2,16S,19787,0.8912671
NR_144703.1,16S,13221,1.0
NR_144620.1,16S,6277,0.9209136
NR_148626.1,16S,1769,1.0
NR_178377.1,16S,16098,1.0
NR_148591.1,16S,19740,0.0669615
NR_173596.1,16S,21714,1.0
NR_156158.1,16S,-1,0.0
NR_156928.1,16S,-1,0.0
NR_149280.1,16S,25567,1.0
NR_149790.1,16S,25096,0.5777022
NR_148598.1,16S,-1,0.0
NR_152714.1,16S,12479,0.9192174
NR_156965.1,16S,27671,1.0
NR_157690.1,16S,-1,0.0
NR_149777.1,16S,4638,0.94452405
NR_153722.1,16S,9432,1.0
NR_149779.1,16S,-1,0.0
NR_158132.1,16S,-1,0.0
NR_153692.1,16S,517,1.0
NR_152693.1,16S,18590,0.8437888
NR_159341.1,16S,19347,0.9792763
NR_151994.1,16S,9474,1.0
NR_151993.1,16S,9474,1.0
NR_152663.1,16S,2567,0.8251852
NR_153701.1,16S,11698,0.9861268
NR_148760.1,16S,12225,0.6217468
NR_165780.1,16S,13755,1.0
NR_148656.1,16S,3463,1.0
NR_156837.1,16S,17996,1.0
NR_169360.1,16S,11408,1.0
NR_144735.1,16S,19263,0.7243357
NR_148662.1,16S,-1,0.0
NR_152697.1,16S,5835,1.0
NR_148797.1,16S,24481,1.0
NR_156139.1,16S,14145,1.0
NR_149227.1,16S,9009,1.0
NR_149812.1,16S,3095,1.0
NR_148761.1,16S,18032,0.8445624
NR_153713.1,16S,23064,0.73920286
NR_152078.1,16S,-1,0.0
NR_149816.1,16S,25453,1.0
NR_152038.1,16S,14723,1.0
NR_156156.1,16S,7880,1.0
NR_157004.1,16S,16498,0.9448836
NR_148577.1,16S,-1,0.0
NR_148651.1,16S,-1,0.0
NR_158002.1,16S,-1,0.0
NR_157627.1,16S,24798,1.0
NR_158098.1,16S,5824,1.0
NR_159918.1,16S,-1,0.0
NR_173547.1,16S,2552,1.0
NR_157987.1,16S,16367,0.84498286
NR_178887.1,16S,-1,0.0
NR_156911.1,16S,-1,0.0
NR_157663.1,16S,24452,1.0
NR_148810.1,16S,23711,1.0
NR_148826.1,16S,-1,0.0
NR_149797.1,16S,-1,0.0
NR_178894.1,16S,23904,1.0
NR_148636.1,16S,17292,0.8162164
NR_136869.1,16S,-1,0.0
NR_146686.1,16S,15957,0.6626091
NR_151950.1,16S,-1,0.0
NR_148849.1,16S,-1,0.0
NR_153737.1,16S,-1,0.0
NR_148647.1,16S,-1,0.0
NR_151928.1,16S,-1,0.0
NR_145556.1,16S,-1,0.0
NR_151901.1,16S,-1,0.0
NR_149226.1,16S,26005,1.0
NR_151911.1,16S,-1,0.0
NR_151912.1,16S,26635,0.95007485
NR_148799.1,16S,13252,1.0
NR_169439.1,16S,8920,1.0
NR_156984.1,16S,-1,0.0
NR_149251.1,16S,-1,0.0
NR_158117.1,16S,-1,0.0
NR_149786.1,16S,20019,0.69549507
NR_156860.1,16S,20473,0.85085535
NR_152633.1,16S,11187,1.0
NR_148597.1,16S,4032,0.98732144
NR_151868.1,16S,7977,1.0
NR_149764.1,16S,-1,0.0
NR_149188.1,16S,-1,0.0
NR_157010.1,16S,21788,1.0
NR_178808.1,16S,12139,1.0
NR_163619.1,16S,-1,0.0
NR_153686.1,16S,9313,1.0
NR_156830.1,16S,-1,0.0
NR_151915.1,16S,-1,0.0
NR_153693.1,16S,18934,0.5326217
NR_137399.1,16S,21417,0.9755581
NR_146663.1,16S,6915,0.75687104
NR_149274.1,16S,23651,0.49452505
NR_176493.1,16S,-1,0.0
NR_152664.1,16S,4213,1.0
NR_156831.1,16S,19426,0.62495106
NR_169470.1,16S,-1,0.0
NR_152689.1,16S,-1,0.0
NR_153685.1,16S,-1,0.0
NR_149223.1,16S,24787,0.74015546
NR_133895.1,16S,9599,1.0
NR_133903.1,16S,-1,0.0
NR_133904.1,16S,-1,0.0
NR_149306.1,16S,-1,0.0
NR_148784.1,16S,11056,1.0
NR_156849.1,16S,-1,0.0
NR_169317.1,16S,-1,0.0
NR_152001.1,16S,23966,0.07226641
NR_177338.1,16S,25883,0.63592243
NR_149298.1,16S,-1,0.0
NR_153710.1,16S,16399,1.0
NR_149782.1,16S,14144,0.6975524
NR_153717.1,16S,18978,1.0
NR_152720.1,16S,10641,1.0
NR_148625.1,16S,-1,0.0
NR_149297.1,16S,-1,0.0
NR_149198.1,16S,14849,0.97070354
NR_134097.1,16S,6708,1.0
NR_149247.1,16S,-1,0.0
NR_156987.1,16S,24391,1.0
NR_156986.1,16S,24391,1.0
NR_158022.1,16S,15471,0.65258104
NR_149171.1,16S,12727,0.29157186
NR_151917.1,16S,1221,1.0
NR_164942.1,16S,24251,1.0
NR_165784.1,16S,15516,1.0
NR_197694.1,16S,6708,1.0
NR_197675.1,16S,22479,1.0
NR_197676.1,16S,-1,0.0
NR_197695.1,16S,25273,0.81441194
NR_189196.1,16S,9895,0.69006443
NR_189197.1,16S,8527,1.0
NR_197696.1,16S,13932,0.91688734
NR_199511.1,16S,11529,1.0
NR_199510.1,16S,11529,0.93444306
NR_199508.1,16S,11890,1.0
NR_174218.1,16S,6390,0.6506251
NR_151940.1,16S,-1,0.0
NR_157656.1,16S,-1,0.0
NR_157747.1,16S,22278,1.0
NR_157705.1,16S,19486,1.0
NR_157614.1,16S,-1,0.0
NR_157617.1,16S,-1,0.0
NR_169343.1,16S,9032,0.958959
NR_156851.1,16S,-1,0.0
NR_149776.1,16S,-1,0.0
NR_147770.1,16S,27884,1.0
NR_147769.1,16S,27884,1.0
NR_151941.1,16S,26327,1.0
NR_173535.1,16S,22629,1.0
NR_173536.1,16S,10917,1.0
NR_149270.1,16S,-1,0.0
NR_149271.1,16S,2948,1.0
NR_149783.1,16S,19824,0.9318025
NR_149820.1,16S,20797,0.98587275
NR_153704.1,16S,3636,1.0
NR_171441.1,16S,-1,0.0
NR_159213.1,16S,-1,0.0
NR_149773.1,16S,-1,0.0
NR_149284.1,16S,-1,0.0
NR_153720.1,16S,14873,0.97896314
NR_152698.1,16S,25636,1.0
NR_178868.1,16S,8871,0.8623578
NR_158122.1,16S,-1,0.0
NR_152009.1,16S,-1,0.0
NR_144591.1,16S,15206,0.13360897
NR_149237.1,16S,11663,1.0
NR_164983.1,16S,18196,0.35733637
NR_164872.1,16S,16779,0.44987118
NR_159307.1,16S,16288,0.86732155
NR_169372.1,16S,11323,1.0
NR_149225.1,16S,10213,1.0
NR_156039.1,16S,13947,1.0
NR_157784.1,16S,12660,0.9421771
NR_152667.1,16S,17256,1.0
NR_164997.1,16S,21765,0.7717624
NR_135210.1,16S,16934,1.0
NR_146354.1,16S,17063,1.0
NR_151952.1,16S,11491,1.0
NR_159174.1,16S,5184,0.95394456
NR_156982.1,16S,3529,1.0
NR_146356.1,16S,6719,0.9036148
NR_148783.1,16S,5985,0.22751796
NR_134156.2,16S,12294,0.3814744
NR_148839.1,16S,-1,0.0
NR_137398.1,16S,12823,1.0
NR_169398.1,16S,-1,0.0
NR_152054.1,16S,26747,1.0
NR_151982.1,16S,4904,0.8829625
NR_146678.1,16S,25548,0.3114044
NR_159141.1,16S,6997,0.16687447
NR_159306.1,16S,20534,1.0
NR_148865.1,16S,-1,0.0
NR_152033.1,16S,24975,1.0
NR_152034.1,16S,24975,1.0
NR_151934.1,16S,8016,0.81198466
NR_159256.1,16S,15626,0.39062932
NR_148843.1,16S,9265,1.0
NR_148844.1,16S,9523,0.6969953
NR_148845.1,16S,6729,1.0
NR_148846.1,16S,6729,0.8140691
NR_148847.1,16S,9265,1.0
NR_151987.1,16S,21593,0.900846
NR_151891.1,16S,11638,1.0
NR_149796.1,16S,15905,1.0
NR_151863.1,16S,15749,0.96247625
NR_148831.1,16S,12943,0.7562525
NR_159905.1,16S,3848,0.9878092
NR_156863.1,16S,23477,1.0
NR_169425.1,16S,5859,0.78553754
NR_164900.1,16S,16308,1.0
NR_152699.1,16S,25359,1.0
NR_134822.1,16S,23651,0.57999116
NR_134838.1,16S,10092,1.0
NR_134839.1,16S,10092,1.0
NR_134840.1,16S,-1,0.0
NR_175450.1,16S,16672,1.0
NR_157756.1,16S,22037,0.6175302
NR_157661.1,16S,25440,1.0
NR_149203.1,16S,972,1.0
NR_149204.1,16S,3965,0.821402
NR_151890.1,16S,13265,1.0
NR_149814.1,16S,5445,1.0
NR_163656.1,16S,15440,1.0
NR_169413.1,16S,14163,0.90595937
NR_151888.1,16S,20163,1.0
NR_151889.1,16S,26978,1.0
NR_152068.1,16S,3501,0.562525
NR_146835.1,16S,5595,0.78411645
NR_153673.1,16S,23328,1.0
NR_149239.1,16S,-1,0.0
NR_151914.1,16S,19764,1.0
NR_152003.1,16S,25359,1.0
NR_148802.1,16S,10057,1.0
NR_153732.1,16S,14290,1.0
NR_149793.1,16S,26632,1.0
NR_156962.1,16S,-1,0.0
NR_164886.1,16S,19643,1.0
NR_146660.1,16S,17206,1.0
NR_151871.1,16S,-1,0.0
NR_152028.1,16S,5519,1.0
NR_149231.1,16S,17351,1.0
NR_146684.1,16S,-1,0.0
NR_152639.1,16S,-1,0.0
NR_152070.1,16S,22964,0.556421
NR_151869.1,16S,-1,0.0
NR_149301.1,16S,22204,0.3504011
NR_151881.1,16S,26676,1.0
NR_151882.1,16S,26676,0.9502627
NR_136775.1,16S,25529,1.0
NR_159286.1,16S,-1,0.0
NR_157653.1,16S,26756,0.7662346
NR_152002.1,16S,-1,0.0
NR_156846.1,16S,16950,1.0
NR_159115.1,16S,22583,0.8710966
NR_149248.1,16S,-1,0.0
NR_146697.1,16S,-1,0.0
NR_156099.1,16S,6132,0.78375876
NR_149236.1,16S,-1,0.0
NR_156978.1,16S,13660,1.0
NR_156979.1,16S,20922,1.0
NR_152017.1,16S,7877,1.0
NR_179442.1,16S,-1,0.0
NR_146815.1,16S,-1,0.0
NR_144736.1,16S,24465,1.0
NR_144737.1,16S,14906,1.0
NR_144738.1,16S,21781,0.5043648
NR_144739.1,16S,23742,1.0
NR_179443.1,16S,7072,1.0
NR_179445.1,16S,-1,0.0
NR_144740.1,16S,14010,0.91934603
NR_152696.1,16S,14920,1.0
NR_151958.1,16S,20334,1.0
NR_151957.1,16S,20334,1.0
NR_152040.1,16S,14891,0.7910208
NG_046384.1,16S,-1,0.0
NR_189268.1,16S,-1,0.0
NR_189269.1,16S,-1,0.0
NR_199475.1,16S,15071,1.0
NR_197651.1,16S,6402,0.83103466
NR_197697.1,16S,20026,1.0
NR_189271.1,16S,-1,0.0
NR_199970.1,16S,9701,1.0
NR_199526.1,16S,14226,1.0
NR_199405.1,16S,21001,1.0
NR_153736.1,16S,-1,0.0
NR_151922.1,16S,-1,0.0
NR_152018.1,16S,4848,0.9518331
NR_149278.1,16S,24834,1.0
NR_149305.1,16S,20550,1.0
NR_144609.1,16S,5887,1.0
NR_144606.1,16S,21701,1.0
NR_144607.1,16S,-1,0.0
NR_178840.1,16S,-1,0.0
NR_144605.1,16S,18872,1.0
NR_144608.1,16S,-1,0.0
NR_144610.1,16S,7558,0.9186281
NR_144613.1,16S,-1,0.0
NR_144615.1,16S,-1,0.0
NR_144617.1,16S,-1,0.0
NR_144614.1,16S,-1,0.0
NR_144612.1,16S,-1,0.0
NR_144618.1,16S,16670,1.0
NR_144616.1,16S,-1,0.0
NR_144619.1,16S,11572,1.0
NR_164615.1,16S,-1,0.0
NR_146839.1,16S,26528,1.0
NR_149238.1,16S,8301,1.0
NR_149244.1,16S,22447,1.0
NR_134837.2,16S,-1,0.0
NR_189189.1,16S,24840,0.7283876
NR_151884.1,16S,14891,1.0
NR_153664.1,16S,20387,0.5425386
NR_152088.1,16S,-1,0.0
NR_152647.1,16S,25375,1.0
NR_152646.1,16S,17482,0.89425987
NR_159128.1,16S,-1,0.0
NR_149277.1,16S,20545,1.0
NR_156149.1,16S,18351,0.86271405
NR_157751.1,16S,12926,0.82918876
NR_159318.1,16S,23779,0.8403136
NR_170432.1,16S,-1,0.0
NR_170431.1,16S,23904,1.0
NR_146822.1,16S,26934,0.45523727
NR_199514.1,16S,-1,0.0
NR_156938.1,16S,17503,1.0
